Job;Evaluations;Productivity;Attendance;Absenteeism;Lateness;Discipline;Penalties;Innovation;Problem Solving;Work Quality;Work Completion Time
Security Guard;0,82;0,55;0,80;0,07;0,14;0,75;0,05;0,05;0,01;0,79;0,99
Security Guard;0,91;0,59;0,64;0,14;0,08;0,72;0,00;0,05;0,03;0,88;0,89
Security Guard;0,81;0,54;0,54;0,16;0,11;0,79;0,04;0,02;0,00;0,85;0,98
Security Guard;0,70;0,70;0,79;0,14;0,01;0,70;0,06;0,02;0,02;0,71;0,93
Security Guard;0,93;0,89;0,61;0,05;0,09;0,97;0,02;0,05;0,04;0,77;0,88
Security Guard;0,74;0,73;0,60;0,18;0,14;0,77;0,00;0,00;0,02;0,70;0,91
Security Guard;0,90;0,89;0,64;0,15;0,03;0,86;0,04;0,02;0,03;0,72;0,98
Security Guard;0,83;0,84;0,91;0,17;0,14;0,83;0,09;0,05;0,00;0,81;0,95
Security Guard;0,95;0,63;0,53;0,09;0,12;0,84;0,10;0,05;0,01;0,86;0,97
Security Guard;0,62;0,77;0,58;0,08;0,10;0,73;0,09;0,05;0,04;0,79;0,90
Security Guard;0,83;0,51;0,59;0,06;0,11;0,93;0,09;0,01;0,00;0,96;0,91
Security Guard;0,84;0,61;0,55;0,09;0,14;0,92;0,09;0,00;0,01;0,73;0,93
Security Guard;0,67;0,88;0,81;0,19;0,06;0,95;0,01;0,04;0,03;0,97;0,91
Security Guard;0,92;0,84;0,91;0,05;0,14;0,77;0,10;0,04;0,03;0,73;0,92
Security Guard;0,76;0,64;0,95;0,15;0,00;1,00;0,00;0,02;0,03;0,94;0,93
Security Guard;0,78;0,78;0,92;0,05;0,08;0,95;0,06;0,01;0,00;0,88;0,89
Security Guard;0,70;0,58;0,65;0,06;0,13;0,95;0,10;0,03;0,01;0,81;0,96
Security Guard;0,63;0,69;0,88;0,18;0,06;0,80;0,01;0,00;0,02;0,77;0,96
Security Guard;0,73;0,86;0,89;0,18;0,05;0,84;0,09;0,01;0,00;0,79;0,89
Security Guard;0,65;0,79;0,67;0,14;0,04;0,88;0,09;0,05;0,01;0,74;0,98
Security Guard;0,75;0,64;0,69;0,06;0,07;0,85;0,08;0,02;0,05;0,80;0,97
Security Guard;0,66;0,66;0,91;0,01;0,03;0,73;0,06;0,05;0,01;0,86;0,92
Security Guard;0,76;0,63;0,75;0,04;0,04;0,87;0,03;0,02;0,03;0,73;0,95
Security Guard;0,77;0,54;0,88;0,13;0,08;0,77;0,10;0,01;0,00;0,88;0,98
Security Guard;0,75;0,57;0,68;0,07;0,01;0,93;0,03;0,02;0,02;0,79;0,89
Security Guard;0,86;0,88;0,58;0,01;0,02;0,84;0,00;0,02;0,03;0,83;0,90
Security Guard;0,93;0,63;0,61;0,08;0,09;0,74;0,05;0,04;0,03;0,74;0,91
Security Guard;0,79;0,88;0,60;0,14;0,13;0,95;0,03;0,05;0,02;0,89;0,94
Security Guard;0,62;0,70;0,79;0,13;0,12;0,95;0,08;0,04;0,03;0,71;0,98
Security Guard;0,84;0,71;0,58;0,20;0,14;0,72;0,00;0,02;0,00;0,76;0,92
Security Guard;0,64;0,79;0,92;0,18;0,07;0,89;0,08;0,00;0,00;0,76;0,99
Security Guard;0,93;0,66;0,62;0,12;0,00;0,79;0,00;0,03;0,04;0,76;0,90
Security Guard;0,78;0,89;0,79;0,15;0,00;0,75;0,00;0,03;0,02;0,90;0,89
Security Guard;0,64;0,87;0,75;0,03;0,02;0,85;0,10;0,01;0,00;0,74;0,92
Security Guard;0,93;0,68;0,77;0,09;0,12;0,82;0,00;0,02;0,03;0,80;0,97
Security Guard;0,84;0,73;0,65;0,05;0,05;0,70;0,03;0,03;0,03;0,77;0,92
Security Guard;0,76;0,80;0,73;0,17;0,12;0,97;0,05;0,01;0,00;0,76;0,93
Security Guard;0,91;0,83;0,80;0,03;0,10;0,97;0,03;0,05;0,02;0,73;0,98
Security Guard;0,73;0,76;0,69;0,12;0,13;0,90;0,10;0,02;0,03;0,82;0,98
Security Guard;0,71;0,67;0,56;0,14;0,00;0,80;0,10;0,00;0,03;0,92;0,95
Security Guard;0,74;0,66;0,77;0,16;0,15;0,92;0,02;0,05;0,05;0,76;0,98
Security Guard;0,60;0,77;0,65;0,19;0,12;0,71;0,02;0,01;0,00;0,94;0,91
Security Guard;0,70;0,58;0,59;0,18;0,04;0,70;0,07;0,03;0,02;0,91;0,94
Security Guard;0,82;0,69;0,77;0,07;0,11;0,99;0,08;0,04;0,00;0,76;0,90
Security Guard;0,95;0,54;0,63;0,13;0,03;0,88;0,06;0,02;0,03;0,82;0,99
Security Guard;0,94;0,60;0,73;0,15;0,00;0,77;0,07;0,02;0,01;0,80;0,90
Security Guard;0,90;0,75;0,87;0,03;0,15;0,85;0,09;0,00;0,01;0,72;0,98
Security Guard;0,62;0,80;0,68;0,02;0,09;0,86;0,07;0,02;0,04;0,81;0,92
Security Guard;0,67;0,66;0,85;0,19;0,10;0,78;0,09;0,04;0,03;0,82;0,93
Security Guard;0,90;0,57;0,78;0,07;0,02;0,88;0,05;0,00;0,03;0,77;0,92
Security Guard;0,93;0,66;0,68;0,16;0,02;0,99;0,07;0,05;0,03;0,70;0,95
Security Guard;0,63;0,54;0,80;0,01;0,15;0,70;0,05;0,02;0,01;0,77;0,97
Security Guard;0,75;0,63;0,52;0,16;0,10;0,89;0,08;0,01;0,04;0,84;0,93
Security Guard;0,67;0,59;0,86;0,15;0,07;0,77;0,02;0,02;0,01;0,71;0,95
Security Guard;0,92;0,69;0,89;0,12;0,06;0,85;0,08;0,02;0,00;0,79;0,99
Security Guard;0,77;0,56;0,75;0,17;0,15;0,89;0,07;0,01;0,05;0,72;0,93
Security Guard;0,74;0,70;0,83;0,17;0,00;0,77;0,06;0,02;0,03;0,88;0,88
Security Guard;0,90;0,70;0,79;0,04;0,05;0,89;0,00;0,03;0,00;0,86;0,99
Security Guard;0,77;0,70;0,73;0,02;0,08;0,92;0,03;0,03;0,05;0,95;0,93
Security Guard;0,88;0,83;0,77;0,01;0,14;0,86;0,04;0,05;0,02;0,92;0,97
Security Guard;0,74;0,87;0,88;0,08;0,01;0,75;0,04;0,02;0,03;0,75;0,97
Security Guard;0,61;0,89;0,53;0,03;0,05;0,81;0,06;0,05;0,03;0,73;0,94
Security Guard;0,93;0,84;0,79;0,06;0,09;0,97;0,04;0,00;0,02;0,79;0,89
Security Guard;0,67;0,53;0,60;0,13;0,12;0,94;0,10;0,03;0,01;0,76;0,92
Security Guard;0,71;0,88;0,86;0,16;0,11;0,75;0,09;0,05;0,05;0,97;0,93
Security Guard;0,73;0,51;0,69;0,08;0,14;0,91;0,10;0,01;0,04;0,80;0,91
Security Guard;0,76;0,70;0,82;0,11;0,00;0,90;0,08;0,05;0,03;0,87;0,90
Security Guard;0,95;0,69;0,64;0,02;0,15;0,79;0,06;0,05;0,05;0,76;0,99
Security Guard;0,95;0,62;0,65;0,06;0,10;0,74;0,00;0,00;0,02;0,88;0,93
Security Guard;0,60;0,55;0,90;0,17;0,00;0,94;0,09;0,00;0,02;0,78;0,90
Security Guard;0,95;0,83;0,60;0,13;0,15;0,77;0,04;0,05;0,01;0,87;0,95
Security Guard;0,73;0,85;0,82;0,05;0,12;0,80;0,04;0,02;0,05;0,87;0,89
Security Guard;0,94;0,65;0,71;0,17;0,13;0,71;0,03;0,02;0,00;0,83;0,88
Security Guard;0,74;0,59;0,61;0,18;0,15;0,92;0,04;0,01;0,04;0,96;0,91
Security Guard;0,79;0,82;0,77;0,10;0,15;0,95;0,06;0,01;0,01;0,73;0,94
Security Guard;0,72;0,62;0,63;0,18;0,15;0,91;0,00;0,02;0,04;0,96;0,90
Security Guard;0,66;0,86;0,88;0,04;0,05;0,71;0,08;0,04;0,00;0,87;0,89
Security Guard;0,72;0,54;0,74;0,08;0,11;0,93;0,07;0,01;0,03;0,83;0,91
Security Guard;0,69;0,90;0,69;0,10;0,08;0,79;0,04;0,03;0,03;0,90;0,99
Security Guard;0,84;0,51;0,62;0,05;0,01;0,89;0,04;0,04;0,02;0,73;0,94
Security Guard;0,79;0,64;0,51;0,11;0,06;0,74;0,01;0,02;0,01;0,72;0,91
Security Guard;0,75;0,78;0,78;0,02;0,11;0,70;0,04;0,05;0,04;0,82;0,98
Security Guard;0,76;0,84;0,94;0,11;0,02;0,99;0,05;0,04;0,03;0,82;0,98
Security Guard;0,75;0,74;0,82;0,11;0,15;0,77;0,05;0,02;0,04;0,79;0,88
Security Guard;0,62;0,77;0,90;0,10;0,08;0,79;0,01;0,01;0,03;0,88;0,94
Security Guard;0,93;0,68;0,78;0,17;0,02;1,00;0,04;0,04;0,02;0,84;0,89
Security Guard;0,82;0,52;0,86;0,18;0,06;0,76;0,09;0,04;0,05;0,88;0,97
Security Guard;0,90;0,69;0,57;0,14;0,04;0,75;0,01;0,04;0,02;0,91;0,88
Security Guard;0,90;0,69;0,88;0,02;0,04;0,72;0,03;0,01;0,00;0,90;0,89
Security Guard;0,91;0,76;0,76;0,15;0,10;0,71;0,06;0,02;0,02;0,92;0,98
Security Guard;0,70;0,89;0,70;0,10;0,08;1,00;0,08;0,03;0,00;0,86;0,97
Security Guard;0,60;0,81;0,75;0,17;0,11;0,86;0,03;0,02;0,04;0,97;0,90
Security Guard;0,92;0,51;0,70;0,19;0,12;0,93;0,04;0,00;0,02;0,70;0,92
Security Guard;0,61;0,56;0,53;0,17;0,08;0,88;0,03;0,03;0,03;0,96;0,98
Security Guard;0,78;0,81;0,73;0,08;0,09;0,98;0,05;0,02;0,04;0,72;0,97
Security Guard;0,88;0,73;0,80;0,11;0,12;0,74;0,09;0,04;0,01;0,75;0,90
Security Guard;0,83;0,51;0,56;0,17;0,04;0,70;0,01;0,01;0,02;0,86;0,95
Security Guard;0,72;0,55;0,92;0,11;0,08;0,82;0,07;0,02;0,04;0,93;0,91
Security Guard;0,95;0,54;0,67;0,06;0,05;0,79;0,07;0,05;0,01;0,92;0,88
Security Guard;0,75;0,51;0,61;0,03;0,10;0,77;0,10;0,00;0,00;0,77;0,89
Security Guard;0,64;0,86;0,72;0,02;0,07;0,91;0,08;0,00;0,04;0,79;0,97
Security Guard;0,87;0,62;0,69;0,10;0,01;0,83;0,03;0,05;0,05;0,70;0,93
Security Guard;0,82;0,89;0,79;0,14;0,03;0,78;0,05;0,02;0,01;0,79;0,92
Security Guard;0,79;0,80;0,94;0,03;0,14;0,81;0,03;0,03;0,00;0,71;0,93
Security Guard;0,79;0,76;0,65;0,19;0,12;0,95;0,04;0,05;0,01;0,78;0,89
Security Guard;0,85;0,89;0,82;0,13;0,03;0,83;0,09;0,03;0,01;0,73;0,91
Security Guard;0,63;0,67;0,79;0,10;0,11;0,89;0,01;0,03;0,01;0,77;0,99
Security Guard;0,81;0,57;0,93;0,18;0,14;0,96;0,00;0,05;0,02;0,97;0,95
Security Guard;0,78;0,61;0,84;0,18;0,01;0,96;0,09;0,02;0,05;0,87;0,99
Security Guard;0,65;0,81;0,58;0,16;0,07;0,97;0,00;0,00;0,03;0,84;0,89
Security Guard;0,69;0,52;0,84;0,18;0,13;0,75;0,08;0,04;0,04;0,78;0,94
Security Guard;0,75;0,74;0,81;0,17;0,11;0,91;0,04;0,00;0,01;0,90;0,88
Security Guard;0,91;0,78;0,76;0,05;0,06;0,89;0,00;0,00;0,01;0,96;0,92
Security Guard;0,75;0,89;0,58;0,06;0,09;0,97;0,00;0,04;0,01;0,76;0,96
Security Guard;0,68;0,63;0,61;0,12;0,12;0,78;0,10;0,03;0,04;0,79;0,99
Security Guard;0,74;0,84;0,57;0,11;0,04;0,86;0,10;0,04;0,04;0,74;0,92
Security Guard;0,81;0,52;0,81;0,09;0,12;0,84;0,00;0,04;0,02;0,79;0,94
Security Guard;0,88;0,89;0,68;0,02;0,10;0,95;0,07;0,01;0,03;0,75;0,92
Security Guard;0,60;0,56;0,58;0,16;0,12;0,74;0,04;0,02;0,02;0,90;0,94
Security Guard;0,83;0,68;0,85;0,12;0,08;0,80;0,04;0,01;0,05;0,83;0,89
Security Guard;0,82;0,51;0,57;0,20;0,06;0,89;0,09;0,01;0,05;0,84;0,89
Security Guard;0,74;0,66;0,78;0,10;0,12;0,87;0,03;0,02;0,02;0,95;0,97
Security Guard;0,72;0,63;0,58;0,16;0,04;0,96;0,10;0,01;0,02;0,86;0,97
Security Guard;0,92;0,82;0,94;0,03;0,13;0,91;0,06;0,00;0,05;0,82;0,98
Security Guard;0,68;0,70;0,93;0,07;0,08;0,88;0,04;0,01;0,00;0,71;0,90
Security Guard;0,88;0,86;0,74;0,09;0,13;0,83;0,09;0,01;0,04;0,77;0,95
Security Guard;0,77;0,56;0,88;0,05;0,08;0,76;0,03;0,03;0,01;0,94;0,99
Security Guard;0,73;0,58;0,73;0,18;0,15;0,74;0,10;0,00;0,03;0,81;0,91
Security Guard;0,74;0,77;0,87;0,01;0,07;0,84;0,10;0,04;0,04;0,84;0,95
Security Guard;0,68;0,77;0,57;0,06;0,05;0,82;0,09;0,00;0,05;0,89;0,97
Security Guard;0,74;0,90;0,76;0,01;0,01;0,93;0,09;0,00;0,02;0,80;0,94
Security Guard;0,78;0,81;0,83;0,11;0,06;0,92;0,00;0,05;0,02;0,85;0,97
Security Guard;0,87;0,60;0,52;0,11;0,14;0,99;0,06;0,04;0,02;0,78;0,89
Security Guard;0,75;0,77;0,51;0,02;0,11;0,97;0,04;0,00;0,00;0,71;0,90
Security Guard;0,77;0,79;0,57;0,20;0,14;0,85;0,08;0,04;0,05;0,72;0,98
Security Guard;0,93;0,62;0,87;0,17;0,09;0,83;0,04;0,01;0,03;0,75;0,91
Security Guard;0,76;0,76;0,85;0,16;0,01;0,93;0,09;0,00;0,05;0,77;0,88
Security Guard;0,62;0,57;0,94;0,12;0,01;0,94;0,10;0,04;0,01;0,87;0,88
Security Guard;0,83;0,77;0,83;0,14;0,08;0,96;0,10;0,04;0,03;0,97;0,96
Security Guard;0,88;0,59;0,81;0,01;0,08;0,71;0,07;0,05;0,01;0,77;0,88
Security Guard;0,71;0,73;0,71;0,15;0,13;0,73;0,09;0,03;0,03;0,82;0,97
Security Guard;0,81;0,63;0,64;0,13;0,09;0,72;0,01;0,04;0,04;0,87;0,94
Security Guard;0,74;0,67;0,92;0,03;0,06;0,74;0,09;0,03;0,03;0,74;0,93
Security Guard;0,94;0,77;0,71;0,06;0,03;0,78;0,06;0,05;0,00;0,91;0,97
Security Guard;0,64;0,83;0,66;0,09;0,12;0,71;0,10;0,01;0,02;0,84;0,93
Security Guard;0,69;0,54;0,95;0,12;0,12;0,78;0,02;0,01;0,04;0,82;0,95
Security Guard;0,85;0,77;0,70;0,09;0,09;0,74;0,03;0,01;0,00;0,81;0,98
Security Guard;0,88;0,74;0,56;0,13;0,03;0,91;0,08;0,00;0,01;0,95;0,93
Security Guard;0,92;0,89;0,64;0,06;0,14;0,73;0,00;0,04;0,03;0,82;0,94
Security Guard;0,90;0,76;0,56;0,14;0,03;0,81;0,07;0,03;0,05;0,80;0,99
Security Guard;0,69;0,81;0,61;0,08;0,01;0,89;0,09;0,04;0,02;0,71;0,95
Security Guard;0,88;0,78;0,88;0,16;0,00;0,93;0,01;0,03;0,04;0,94;0,98
Security Guard;0,69;0,79;0,75;0,01;0,00;0,72;0,07;0,02;0,05;0,79;0,88
Security Guard;0,80;0,73;0,95;0,17;0,15;0,79;0,05;0,02;0,04;0,70;0,91
Security Guard;0,78;0,80;0,75;0,05;0,06;0,77;0,06;0,04;0,05;0,76;0,94
Security Guard;0,64;0,54;0,57;0,03;0,01;0,79;0,07;0,05;0,00;0,92;0,95
Security Guard;0,89;0,90;0,76;0,10;0,07;0,75;0,08;0,03;0,05;0,87;0,96
Security Guard;0,90;0,76;0,87;0,10;0,14;0,74;0,04;0,04;0,05;0,81;0,97
Security Guard;0,75;0,73;0,58;0,12;0,05;0,85;0,01;0,00;0,00;0,94;0,95
Security Guard;0,69;0,52;0,60;0,17;0,01;0,91;0,10;0,05;0,00;0,91;0,97
Security Guard;0,63;0,84;0,82;0,09;0,06;0,79;0,10;0,05;0,05;0,73;0,90
Security Guard;0,79;0,81;0,53;0,19;0,11;0,94;0,07;0,04;0,00;0,90;0,91
Security Guard;0,90;0,54;0,62;0,08;0,01;0,85;0,07;0,04;0,03;0,73;0,92
Security Guard;0,73;0,57;0,75;0,06;0,06;0,99;0,04;0,02;0,05;0,84;0,91
Security Guard;0,94;0,87;0,85;0,04;0,11;0,95;0,10;0,03;0,04;0,95;0,97
Security Guard;0,93;0,53;0,79;0,16;0,05;0,92;0,10;0,04;0,00;0,77;0,99
Security Guard;0,84;0,81;0,61;0,05;0,07;0,99;0,02;0,04;0,05;0,88;0,90
Security Guard;0,86;0,55;0,83;0,07;0,07;0,89;0,05;0,02;0,02;0,93;0,94
Security Guard;0,64;0,86;0,63;0,09;0,01;0,77;0,08;0,01;0,00;0,93;0,94
Security Guard;0,66;0,60;0,63;0,11;0,12;0,90;0,02;0,02;0,04;0,92;0,95
Security Guard;0,74;0,74;0,54;0,03;0,11;0,85;0,03;0,02;0,01;0,97;0,94
Security Guard;0,66;0,60;0,63;0,16;0,03;0,92;0,04;0,05;0,02;0,97;0,94
Security Guard;0,78;0,60;0,70;0,09;0,06;0,73;0,00;0,03;0,02;0,93;0,91
Security Guard;0,82;0,84;0,55;0,20;0,13;0,98;0,00;0,02;0,01;0,73;0,96
Security Guard;0,75;0,78;0,82;0,18;0,08;1,00;0,01;0,00;0,05;0,77;0,94
Security Guard;0,75;0,57;0,61;0,10;0,01;0,73;0,02;0,03;0,00;0,87;0,95
Security Guard;0,65;0,53;0,87;0,20;0,11;0,94;0,04;0,04;0,05;0,82;0,93
Security Guard;0,73;0,85;0,61;0,05;0,00;0,95;0,09;0,01;0,02;0,70;0,89
Security Guard;0,62;0,73;0,79;0,04;0,11;0,79;0,05;0,00;0,03;0,93;0,94
Security Guard;0,88;0,51;0,88;0,06;0,01;0,78;0,02;0,04;0,04;0,73;0,99
Security Guard;0,84;0,54;0,75;0,16;0,10;0,90;0,01;0,02;0,01;0,85;0,99
Security Guard;0,83;0,87;0,88;0,06;0,04;0,81;0,07;0,01;0,05;0,75;0,92
Security Guard;0,75;0,69;0,93;0,13;0,13;0,71;0,09;0,04;0,04;0,86;0,89
Security Guard;0,73;0,83;0,81;0,19;0,06;0,73;0,06;0,03;0,03;0,80;0,96
Security Guard;0,71;0,57;0,90;0,03;0,15;0,98;0,05;0,04;0,05;0,89;0,91
Security Guard;0,85;0,53;0,72;0,01;0,08;0,99;0,06;0,02;0,00;0,94;0,97
Security Guard;0,67;0,62;0,61;0,15;0,02;0,94;0,04;0,03;0,03;0,94;0,94
Security Guard;0,61;0,52;0,83;0,05;0,12;0,81;0,05;0,00;0,04;0,95;0,88
Security Guard;0,63;0,68;0,88;0,08;0,09;0,91;0,05;0,05;0,00;0,89;0,98
Security Guard;0,68;0,65;0,73;0,14;0,14;0,75;0,05;0,00;0,03;0,97;0,94
Security Guard;0,76;0,51;0,68;0,15;0,14;1,00;0,03;0,05;0,02;0,75;0,90
Security Guard;0,70;0,73;0,60;0,07;0,10;0,77;0,00;0,04;0,02;0,76;0,88
Security Guard;0,76;0,80;0,51;0,07;0,15;0,76;0,01;0,01;0,00;0,92;0,89
Security Guard;0,92;0,83;0,81;0,05;0,07;0,74;0,03;0,04;0,04;0,94;0,98
Security Guard;0,69;0,70;0,77;0,01;0,15;0,78;0,00;0,03;0,05;0,91;0,88
Security Guard;0,82;0,59;0,52;0,06;0,00;1,00;0,02;0,05;0,05;0,72;0,90
Security Guard;0,75;0,80;0,53;0,06;0,11;0,76;0,10;0,05;0,04;0,78;0,97
Security Guard;0,72;0,86;0,79;0,06;0,09;1,00;0,00;0,03;0,02;0,97;0,89
Security Guard;0,75;0,86;0,52;0,03;0,03;0,91;0,05;0,03;0,01;0,77;0,98
Security Guard;0,65;0,84;0,91;0,07;0,00;0,78;0,03;0,01;0,02;0,97;0,93
Security Guard;0,74;0,66;0,73;0,17;0,13;0,88;0,01;0,02;0,01;0,88;0,94
Security Guard;0,80;0,73;0,83;0,18;0,09;0,79;0,06;0,04;0,05;0,74;0,89
Security Guard;0,92;0,59;0,75;0,12;0,05;0,95;0,08;0,01;0,04;0,90;0,95
Security Guard;0,72;0,55;0,61;0,10;0,12;0,73;0,10;0,00;0,05;0,87;0,92
Security Guard;0,62;0,69;0,57;0,10;0,14;1,00;0,06;0,04;0,00;0,75;0,99
Security Guard;0,91;0,75;0,82;0,01;0,02;0,84;0,10;0,02;0,04;0,91;0,92
Security Guard;0,84;0,53;0,57;0,08;0,02;0,74;0,09;0,01;0,02;0,71;0,88
Security Guard;0,66;0,52;0,89;0,10;0,04;0,78;0,04;0,04;0,01;0,89;0,93
Security Guard;0,68;0,70;0,85;0,09;0,07;0,72;0,10;0,00;0,03;0,77;0,90
Security Guard;0,81;0,60;0,94;0,02;0,15;0,82;0,05;0,04;0,05;0,81;0,91
Security Guard;0,69;0,90;0,63;0,04;0,15;0,74;0,06;0,03;0,02;0,84;0,94
Security Guard;0,72;0,89;0,82;0,14;0,05;0,75;0,06;0,00;0,02;0,77;0,98
Security Guard;0,75;0,67;0,65;0,02;0,02;0,80;0,03;0,05;0,03;0,71;0,98
Security Guard;0,68;0,84;0,81;0,17;0,01;0,88;0,06;0,00;0,00;0,84;0,92
Security Guard;0,71;0,63;0,91;0,04;0,15;0,89;0,08;0,02;0,01;0,73;0,92
Security Guard;0,84;0,74;0,55;0,14;0,10;0,82;0,08;0,04;0,01;0,96;0,94
Security Guard;0,90;0,79;0,94;0,13;0,03;0,78;0,01;0,04;0,00;0,85;0,95
Security Guard;0,63;0,64;0,79;0,10;0,08;0,94;0,08;0,05;0,02;0,80;0,91
Security Guard;0,80;0,83;0,86;0,07;0,06;0,97;0,02;0,00;0,04;0,96;0,89
Security Guard;0,67;0,86;0,89;0,08;0,04;0,70;0,06;0,01;0,00;0,86;0,95
Security Guard;0,75;0,52;0,69;0,08;0,03;0,72;0,06;0,02;0,02;0,94;0,97
Security Guard;0,82;0,88;0,94;0,01;0,01;0,72;0,00;0,00;0,02;0,80;0,88
Security Guard;0,86;0,63;0,84;0,04;0,03;0,90;0,09;0,03;0,04;0,81;0,99
Security Guard;0,70;0,66;0,86;0,05;0,12;0,92;0,09;0,02;0,01;0,79;0,92
Security Guard;0,63;0,61;0,93;0,20;0,14;0,76;0,00;0,00;0,03;0,97;0,97
Security Guard;0,86;0,85;0,72;0,10;0,03;0,71;0,07;0,05;0,04;0,74;0,90
Security Guard;0,66;0,51;0,61;0,09;0,08;0,98;0,10;0,03;0,00;0,71;0,88
Security Guard;0,60;0,64;0,67;0,13;0,00;0,74;0,02;0,00;0,04;0,84;0,92
Security Guard;0,79;0,54;0,77;0,01;0,07;0,97;0,10;0,02;0,04;0,96;0,93
Security Guard;0,87;0,74;0,74;0,12;0,08;0,96;0,08;0,01;0,04;0,76;0,95
Security Guard;0,72;0,70;0,54;0,15;0,14;0,84;0,06;0,02;0,01;0,78;0,96
Security Guard;0,68;0,56;0,67;0,05;0,00;0,79;0,02;0,02;0,03;0,70;0,95
Security Guard;0,88;0,65;0,74;0,11;0,10;0,98;0,02;0,03;0,05;0,96;0,93
Security Guard;0,71;0,82;0,76;0,20;0,00;0,99;0,05;0,01;0,02;0,93;0,95
Security Guard;0,66;0,54;0,94;0,08;0,04;0,99;0,10;0,03;0,00;0,80;0,88
Security Guard;0,88;0,90;0,88;0,04;0,00;0,86;0,03;0,05;0,03;0,78;0,97
Security Guard;0,63;0,58;0,52;0,08;0,07;0,94;0,03;0,05;0,05;0,91;0,95
Security Guard;0,86;0,54;0,82;0,07;0,04;0,94;0,01;0,02;0,05;0,82;0,98
Security Guard;0,73;0,56;0,61;0,07;0,01;0,93;0,03;0,04;0,03;0,96;0,95
Security Guard;0,92;0,52;0,57;0,04;0,07;0,82;0,04;0,01;0,01;0,77;0,89
Security Guard;0,63;0,79;0,77;0,01;0,02;0,71;0,10;0,04;0,05;0,94;0,93
Security Guard;0,85;0,80;0,82;0,06;0,08;0,89;0,03;0,05;0,00;0,86;0,90
Security Guard;0,67;0,79;0,55;0,06;0,04;0,76;0,05;0,00;0,02;0,70;0,92
Security Guard;0,65;0,88;0,57;0,19;0,00;0,98;0,10;0,02;0,02;0,82;0,90
Security Guard;0,79;0,88;0,67;0,05;0,05;0,99;0,03;0,00;0,00;0,71;0,91
Security Guard;0,88;0,70;0,93;0,20;0,09;0,78;0,01;0,04;0,05;0,77;0,91
Security Guard;0,90;0,59;0,62;0,06;0,12;0,72;0,01;0,02;0,04;0,78;0,99
Security Guard;0,75;0,76;0,87;0,12;0,14;0,81;0,00;0,01;0,05;0,80;0,94
Security Guard;0,65;0,76;0,83;0,18;0,13;0,91;0,04;0,01;0,05;0,93;0,90
Security Guard;0,69;0,63;0,65;0,07;0,13;0,97;0,05;0,04;0,00;0,78;0,90
Security Guard;0,78;0,67;0,68;0,18;0,03;0,83;0,09;0,03;0,02;0,70;0,98
Security Guard;0,70;0,84;0,59;0,06;0,13;0,80;0,06;0,04;0,00;0,73;0,91
Security Guard;0,84;0,63;0,59;0,19;0,09;0,72;0,09;0,01;0,04;0,80;0,97
Security Guard;0,64;0,64;0,54;0,01;0,06;0,83;0,09;0,05;0,01;0,81;0,88
Security Guard;0,95;0,81;0,90;0,13;0,02;0,86;0,06;0,03;0,04;0,96;0,97
Security Guard;0,91;0,79;0,64;0,08;0,02;0,71;0,03;0,03;0,03;0,80;0,96
Security Guard;0,70;0,58;0,88;0,07;0,13;0,94;0,07;0,01;0,04;0,78;0,99
Security Guard;0,67;0,54;0,67;0,09;0,13;0,90;0,05;0,00;0,02;0,91;0,99
Security Guard;0,61;0,73;0,83;0,02;0,03;0,84;0,08;0,03;0,00;0,82;0,95
Security Guard;0,70;0,70;0,63;0,05;0,08;0,78;0,01;0,05;0,05;0,79;0,89
Security Guard;0,94;0,70;0,94;0,17;0,14;0,73;0,00;0,00;0,05;0,80;0,99
Security Guard;0,79;0,90;0,65;0,17;0,00;0,75;0,09;0,05;0,03;0,94;0,95
Security Guard;0,62;0,89;0,71;0,02;0,12;0,84;0,01;0,03;0,01;0,75;0,88
Security Guard;0,81;0,89;0,61;0,09;0,07;0,97;0,04;0,04;0,03;0,88;0,92
Security Guard;0,72;0,69;0,81;0,07;0,06;0,82;0,10;0,05;0,03;0,80;0,93
Security Guard;0,95;0,64;0,68;0,17;0,04;0,76;0,09;0,04;0,02;0,81;0,92
Security Guard;0,65;0,74;0,72;0,01;0,08;0,89;0,05;0,04;0,03;0,89;0,91
Security Guard;0,93;0,85;0,54;0,04;0,03;0,81;0,00;0,00;0,00;0,78;0,92
Security Guard;0,64;0,60;0,80;0,07;0,07;0,72;0,07;0,01;0,00;0,73;0,95
Security Guard;0,81;0,56;0,65;0,15;0,01;0,94;0,09;0,05;0,02;0,72;0,93
Security Guard;0,83;0,67;0,81;0,08;0,11;0,97;0,07;0,04;0,04;0,89;0,96
Security Guard;0,68;0,63;0,63;0,06;0,03;0,94;0,06;0,00;0,04;0,80;0,95
Security Guard;0,66;0,70;0,74;0,14;0,15;0,76;0,08;0,00;0,01;0,85;0,91
Security Guard;0,88;0,53;0,73;0,15;0,15;0,82;0,07;0,01;0,05;0,86;0,97
Security Guard;0,91;0,83;0,89;0,16;0,02;0,82;0,03;0,04;0,00;0,78;0,89
Security Guard;0,80;0,54;0,81;0,04;0,15;0,78;0,01;0,04;0,01;0,87;0,92
Security Guard;0,66;0,59;0,53;0,18;0,14;0,96;0,01;0,05;0,03;0,82;0,95
Security Guard;0,70;0,79;0,91;0,08;0,13;0,71;0,05;0,01;0,03;0,92;0,96
